,iso2,Alcohol Consompution Group,Value
701,CA,Mean_Alcom2_religion,7.512195121951218
1,CA,Alcohol_com1,8.1
421,CA,Alcohol_com2,8.3
281,CA,Mean_Alcom1_religion,7.187804878048782
141,CA,Mean_Alcom1_region,8.454999999999998
561,CA,Mean_Alcom2_region,9.015
51,CF,Alcohol_com1,1.7
471,CF,Alcohol_com2,1.7
751,CF,Mean_Alcom2_religion,3.114285714285714
611,CF,Mean_Alcom2_region,3.0302325581395344
191,CF,Mean_Alcom1_region,2.955813953488373
331,CF,Mean_Alcom1_religion,2.8857142857142852
103,CH,Alcohol_com1,9.5
383,CH,Mean_Alcom1_religion,7.187804878048782
243,CH,Mean_Alcom1_region,8.454999999999998
663,CH,Mean_Alcom2_region,9.015
803,CH,Mean_Alcom2_religion,7.512195121951218
523,CH,Alcohol_com2,10.1
427,CL,Alcohol_com2,7.4
287,CL,Mean_Alcom1_religion,7.187804878048782
147,CL,Mean_Alcom1_region,5.278260869565217
567,CL,Mean_Alcom2_region,5.317391304347827
707,CL,Mean_Alcom2_religion,7.512195121951218
7,CL,Alcohol_com1,7.9
43,CM,Alcohol_com1,6.5
323,CM,Mean_Alcom1_religion,2.8857142857142852
183,CM,Mean_Alcom1_region,2.955813953488373
743,CM,Mean_Alcom2_religion,3.114285714285714
603,CM,Mean_Alcom2_region,3.0302325581395344
463,CM,Alcohol_com2,6.1
114,CN,Alcohol_com1,5.7
394,CN,Mean_Alcom1_religion,5.7
254,CN,Mean_Alcom1_region,2.2805555555555554
674,CN,Mean_Alcom2_region,2.2750000000000004
534,CN,Alcohol_com2,5.4
814,CN,Mean_Alcom2_religion,5.4
161,CO,Mean_Alcom1_region,5.278260869565217
721,CO,Mean_Alcom2_religion,7.512195121951218
301,CO,Mean_Alcom1_religion,7.187804878048782
581,CO,Mean_Alcom2_region,5.317391304347827
441,CO,Alcohol_com2,4.3
21,CO,Alcohol_com1,4.5
303,CR,Mean_Alcom1_religion,7.187804878048782
583,CR,Mean_Alcom2_region,5.317391304347827
163,CR,Mean_Alcom1_region,5.278260869565217
23,CR,Alcohol_com1,3.7
443,CR,Alcohol_com2,3.8
723,CR,Mean_Alcom2_religion,7.512195121951218
173,CU,Mean_Alcom1_region,5.278260869565217
313,CU,Mean_Alcom1_religion,7.187804878048782
593,CU,Mean_Alcom2_region,5.317391304347827
33,CU,Alcohol_com1,4.7
733,CU,Mean_Alcom2_religion,7.512195121951218
453,CU,Alcohol_com2,4.1
270,CY,Mean_Alcom1_region,2.2805555555555554
830,CY,Mean_Alcom2_religion,9.855555555555556
410,CY,Mean_Alcom1_religion,8.433333333333334
550,CY,Alcohol_com2,10.9
130,CY,Alcohol_com1,9.6
690,CY,Mean_Alcom2_region,2.2750000000000004
796,DE,Mean_Alcom2_religion,7.68
96,DE,Alcohol_com1,11.3
376,DE,Mean_Alcom1_religion,7.710000000000001
656,DE,Mean_Alcom2_region,9.015
236,DE,Mean_Alcom1_region,8.454999999999998
516,DE,Alcohol_com2,11.6
135,DJ,Alcohol_com1,0.4
835,DJ,Mean_Alcom2_religion,1.5550000000000002
555,DJ,Alcohol_com2,0.5
415,DJ,Mean_Alcom1_religion,1.4349999999999998
275,DJ,Mean_Alcom1_region,2.955813953488373
695,DJ,Mean_Alcom2_region,3.0302325581395344
256,DK,Mean_Alcom1_region,8.454999999999998
816,DK,Mean_Alcom2_religion,7.68
676,DK,Mean_Alcom2_region,9.015
396,DK,Mean_Alcom1_religion,7.710000000000001
116,DK,Alcohol_com1,9.5
536,DK,Alcohol_com2,10.2
433,DO,Alcohol_com2,6.1
573,DO,Mean_Alcom2_region,5.317391304347827
13,DO,Alcohol_com1,5.7
153,DO,Mean_Alcom1_region,5.278260869565217
293,DO,Mean_Alcom1_religion,7.187804878048782
713,DO,Mean_Alcom2_religion,7.512195121951218
64,DZ,Alcohol_com1,0.6
764,DZ,Mean_Alcom2_religion,1.5550000000000002
484,DZ,Alcohol_com2,0.4
624,DZ,Mean_Alcom2_region,3.0302325581395344
344,DZ,Mean_Alcom1_religion,1.4349999999999998
204,DZ,Mean_Alcom1_region,2.955813953488373
591,EC,Mean_Alcom2_region,5.317391304347827
311,EC,Mean_Alcom1_religion,7.187804878048782
31,EC,Alcohol_com1,3.3
731,EC,Mean_Alcom2_religion,7.512195121951218
171,EC,Mean_Alcom1_region,5.278260869565217
451,EC,Alcohol_com2,3.9
235,EE,Mean_Alcom1_region,9.022222222222222
795,EE,Mean_Alcom2_religion,7.68
515,EE,Alcohol_com2,15.2
375,EE,Mean_Alcom1_religion,7.710000000000001
95,EE,Alcohol_com1,15.8
655,EE,Mean_Alcom2_region,9.68888888888889
272,EG,Mean_Alcom1_region,2.955813953488373
832,EG,Mean_Alcom2_religion,0.44999999999999996
412,EG,Mean_Alcom1_religion,0.55
692,EG,Mean_Alcom2_region,3.0302325581395344
132,EG,Alcohol_com1,0.2
552,EG,Alcohol_com2,0.2
825,ER,Mean_Alcom2_religion,1.5550000000000002
545,ER,Alcohol_com2,0.6
125,ER,Alcohol_com1,0.6
265,ER,Mean_Alcom1_region,2.955813953488373
685,ER,Mean_Alcom2_region,3.0302325581395344
405,ER,Mean_Alcom1_religion,1.4349999999999998
108,ES,Alcohol_com1,8.5
668,ES,Mean_Alcom2_region,9.015
528,ES,Alcohol_com2,9.6
248,ES,Mean_Alcom1_region,8.454999999999998
808,ES,Mean_Alcom2_religion,7.512195121951218
388,ES,Mean_Alcom1_religion,7.187804878048782
274,ET,Mean_Alcom1_region,2.955813953488373
694,ET,Mean_Alcom2_region,3.0302325581395344
554,ET,Alcohol_com2,0.8
414,ET,Mean_Alcom1_religion,1.4349999999999998
834,ET,Mean_Alcom2_religion,1.5550000000000002
134,ET,Alcohol_com1,1.4
683,FI,Mean_Alcom2_region,9.015
403,FI,Mean_Alcom1_religion,7.710000000000001
543,FI,Alcohol_com2,9.8
823,FI,Mean_Alcom2_religion,7.68
123,FI,Alcohol_com1,8.4
263,FI,Mean_Alcom1_region,8.454999999999998
420,FJ,Alcohol_com2,2.2
700,FJ,Mean_Alcom2_religion,4.454545454545454
280,FJ,Mean_Alcom1_religion,4.636363636363637
560,FJ,Mean_Alcom2_region,2.2750000000000004
0,FJ,Alcohol_com1,2.2
140,FJ,Mean_Alcom1_region,2.2805555555555554
52,GA,Alcohol_com1,9.5
192,GA,Mean_Alcom1_region,2.955813953488373
332,GA,Mean_Alcom1_religion,4.636363636363637
472,GA,Alcohol_com2,8.7
612,GA,Mean_Alcom2_region,3.0302325581395344
752,GA,Mean_Alcom2_religion,4.454545454545454
539,GE,Alcohol_com2,7.9
679,GE,Mean_Alcom2_region,9.68888888888889
399,GE,Mean_Alcom1_religion,8.433333333333334
259,GE,Mean_Alcom1_region,9.022222222222222
119,GE,Alcohol_com1,7.4
819,GE,Mean_Alcom2_religion,9.855555555555556
185,GH,Mean_Alcom1_region,2.955813953488373
465,GH,Alcohol_com2,1.9
605,GH,Mean_Alcom2_region,3.0302325581395344
745,GH,Mean_Alcom2_religion,4.454545454545454
45,GH,Alcohol_com1,1.6
325,GH,Mean_Alcom1_religion,4.636363636363637
202,GM,Mean_Alcom1_region,2.955813953488373
62,GM,Alcohol_com1,3.0
762,GM,Mean_Alcom2_religion,1.5550000000000002
622,GM,Mean_Alcom2_region,3.0302325581395344
342,GM,Mean_Alcom1_religion,1.4349999999999998
482,GM,Alcohol_com2,3.0
186,GN,Mean_Alcom1_region,2.955813953488373
466,GN,Alcohol_com2,0.2
326,GN,Mean_Alcom1_religion,1.4349999999999998
746,GN,Mean_Alcom2_religion,1.5550000000000002
46,GN,Alcohol_com1,0.4
606,GN,Mean_Alcom2_region,3.0302325581395344
473,GQ,Alcohol_com2,9.5
613,GQ,Mean_Alcom2_region,3.0302325581395344
193,GQ,Mean_Alcom1_region,2.955813953488373
53,GQ,Alcohol_com1,9.9
333,GQ,Mean_Alcom1_religion,7.187804878048782
753,GQ,Mean_Alcom2_religion,7.512195121951218
518,GR,Alcohol_com2,8.7
98,GR,Alcohol_com1,6.4
238,GR,Mean_Alcom1_region,8.454999999999998
658,GR,Mean_Alcom2_region,9.015
378,GR,Mean_Alcom1_religion,8.433333333333334
798,GR,Mean_Alcom2_religion,9.855555555555556
167,GT,Mean_Alcom1_region,5.278260869565217
307,GT,Mean_Alcom1_religion,7.187804878048782
727,GT,Mean_Alcom2_religion,7.512195121951218
27,GT,Alcohol_com1,1.6
447,GT,Alcohol_com2,2.0
587,GT,Mean_Alcom2_region,5.317391304347827
187,GW,Mean_Alcom1_region,2.955813953488373
747,GW,Mean_Alcom2_religion,3.114285714285714
607,GW,Mean_Alcom2_region,3.0302325581395344
327,GW,Mean_Alcom1_religion,2.8857142857142852
467,GW,Alcohol_com2,2.8
47,GW,Alcohol_com1,2.8
449,GY,Alcohol_com2,5.1
309,GY,Mean_Alcom1_religion,4.636363636363637
169,GY,Mean_Alcom1_region,5.278260869565217
589,GY,Mean_Alcom2_region,5.317391304347827
729,GY,Mean_Alcom2_religion,4.454545454545454
29,GY,Alcohol_com1,5.1
305,HN,Mean_Alcom1_religion,7.187804878048782
445,HN,Alcohol_com2,2.9
25,HN,Alcohol_com1,2.9
725,HN,Mean_Alcom2_religion,7.512195121951218
165,HN,Mean_Alcom1_region,5.278260869565217
585,HN,Mean_Alcom2_region,5.317391304347827
242,HR,Mean_Alcom1_region,9.022222222222222
522,HR,Alcohol_com2,12.2
102,HR,Alcohol_com1,9.9
382,HR,Mean_Alcom1_religion,7.187804878048782
662,HR,Mean_Alcom2_region,9.68888888888889
802,HR,Mean_Alcom2_religion,7.512195121951218
432,HT,Alcohol_com2,5.8
292,HT,Mean_Alcom1_religion,7.187804878048782
152,HT,Mean_Alcom1_region,5.278260869565217
12,HT,Alcohol_com1,5.8
712,HT,Mean_Alcom2_religion,7.512195121951218
572,HT,Mean_Alcom2_region,5.317391304347827
91,HU,Alcohol_com1,10.9
511,HU,Alcohol_com2,11.2
651,HU,Mean_Alcom2_region,9.68888888888889
371,HU,Mean_Alcom1_religion,7.187804878048782
231,HU,Mean_Alcom1_region,9.022222222222222
791,HU,Mean_Alcom2_religion,7.512195121951218
285,ID,Mean_Alcom1_religion,1.4349999999999998
145,ID,Mean_Alcom1_region,2.2805555555555554
425,ID,Alcohol_com2,0.1
705,ID,Mean_Alcom2_religion,1.5550000000000002
5,ID,Alcohol_com1,0.3
565,ID,Mean_Alcom2_region,2.2750000000000004
109,IE,Alcohol_com1,11.3
389,IE,Mean_Alcom1_religion,7.187804878048782
529,IE,Alcohol_com2,11.5
669,IE,Mean_Alcom2_region,9.015
809,IE,Mean_Alcom2_religion,7.512195121951218
249,IE,Mean_Alcom1_region,8.454999999999998
59,IL,Alcohol_com1,2.6
619,IL,Mean_Alcom2_region,9.015
759,IL,Mean_Alcom2_religion,2.6
199,IL,Mean_Alcom1_region,8.454999999999998
479,IL,Alcohol_com2,2.6
339,IL,Mean_Alcom1_religion,2.6
217,IN,Mean_Alcom1_region,2.2805555555555554
777,IN,Mean_Alcom2_religion,2.766666666666667
637,IN,Mean_Alcom2_region,2.2750000000000004
357,IN,Mean_Alcom1_religion,2.6333333333333333
497,IN,Alcohol_com2,2.7
77,IN,Alcohol_com1,3.0
489,IQ,Alcohol_com2,0.2
629,IQ,Mean_Alcom2_region,2.2750000000000004
349,IQ,Mean_Alcom1_religion,1.4349999999999998
769,IQ,Mean_Alcom2_religion,1.5550000000000002
69,IQ,Alcohol_com1,0.2
209,IQ,Mean_Alcom1_region,2.2805555555555554
677,IS,Mean_Alcom2_region,9.015
397,IS,Mean_Alcom1_religion,7.710000000000001
257,IS,Mean_Alcom1_region,8.454999999999998
117,IS,Alcohol_com1,7.7
537,IS,Alcohol_com2,7.0
817,IS,Mean_Alcom2_religion,7.68
115,IT,Alcohol_com1,7.1
675,IT,Mean_Alcom2_region,9.015
395,IT,Mean_Alcom1_religion,7.187804878048782
535,IT,Alcohol_com2,6.8
815,IT,Mean_Alcom2_religion,7.512195121951218
255,IT,Mean_Alcom1_region,8.454999999999998
172,JM,Mean_Alcom1_region,5.278260869565217
32,JM,Alcohol_com1,3.4
452,JM,Alcohol_com2,3.0
732,JM,Mean_Alcom2_religion,7.68
312,JM,Mean_Alcom1_religion,7.710000000000001
592,JM,Mean_Alcom2_region,5.317391304347827
485,JO,Alcohol_com2,0.5
205,JO,Mean_Alcom1_region,2.2805555555555554
765,JO,Mean_Alcom2_religion,1.5550000000000002
625,JO,Mean_Alcom2_region,2.2750000000000004
345,JO,Mean_Alcom1_religion,1.4349999999999998
65,JO,Alcohol_com1,0.4
266,JP,Mean_Alcom1_region,2.2805555555555554
406,JP,Mean_Alcom1_religion,6.9
826,JP,Mean_Alcom2_religion,6.9
686,JP,Mean_Alcom2_region,2.2750000000000004
546,JP,Alcohol_com2,6.9
126,JP,Alcohol_com1,6.9
149,KE,Mean_Alcom1_region,2.955813953488373
709,KE,Mean_Alcom2_religion,7.68
289,KE,Mean_Alcom1_religion,7.710000000000001
569,KE,Mean_Alcom2_region,3.0302325581395344
9,KE,Alcohol_com1,1.9
429,KE,Alcohol_com2,1.9
643,KG,Mean_Alcom2_region,2.2750000000000004
783,KG,Mean_Alcom2_religion,1.5550000000000002
363,KG,Mean_Alcom1_religion,1.4349999999999998
83,KG,Alcohol_com1,4.1
503,KG,Alcohol_com2,6.0
223,KG,Mean_Alcom1_region,2.2805555555555554
492,KH,Alcohol_com2,2.0
212,KH,Mean_Alcom1_region,2.2805555555555554
72,KH,Alcohol_com1,3.5
352,KH,Mean_Alcom1_religion,3.3428571428571425
632,KH,Mean_Alcom2_region,2.2750000000000004
772,KH,Mean_Alcom2_religion,2.8714285714285714
208,KW,Mean_Alcom1_region,2.2805555555555554
628,KW,Mean_Alcom2_region,2.2750000000000004
768,KW,Mean_Alcom2_religion,1.5550000000000002
488,KW,Alcohol_com2,0.0
348,KW,Mean_Alcom1_religion,1.4349999999999998
68,KW,Alcohol_com1,0.0
422,KZ,Alcohol_com2,6.5
282,KZ,Mean_Alcom1_religion,1.4349999999999998
702,KZ,Mean_Alcom2_religion,1.5550000000000002
2,KZ,Alcohol_com1,5.8
142,KZ,Mean_Alcom1_region,2.2805555555555554
562,KZ,Mean_Alcom2_region,2.2750000000000004
760,LB,Mean_Alcom2_religion,1.5550000000000002
340,LB,Mean_Alcom1_religion,1.4349999999999998
60,LB,Alcohol_com1,1.2
620,LB,Mean_Alcom2_region,2.2750000000000004
200,LB,Mean_Alcom1_region,2.2805555555555554
480,LB,Alcohol_com2,1.6
253,LK,Mean_Alcom1_region,2.2805555555555554
813,LK,Mean_Alcom2_religion,2.8714285714285714
533,LK,Alcohol_com2,2.5
393,LK,Mean_Alcom1_religion,3.3428571428571425
673,LK,Mean_Alcom2_region,2.2750000000000004
113,LK,Alcohol_com1,2.7
328,LR,Mean_Alcom1_religion,3.5
608,LR,Mean_Alcom2_region,3.0302325581395344
48,LR,Alcohol_com1,3.5
188,LR,Mean_Alcom1_region,2.955813953488373
468,LR,Alcohol_com2,3.7
748,LR,Mean_Alcom2_religion,3.7
296,LS,Mean_Alcom1_religion,4.636363636363637
436,LS,Alcohol_com2,2.8
716,LS,Mean_Alcom2_religion,4.454545454545454
576,LS,Mean_Alcom2_region,3.0302325581395344
156,LS,Mean_Alcom1_region,2.955813953488373
16,LS,Alcohol_com1,3.0
233,LT,Mean_Alcom1_region,9.022222222222222
653,LT,Mean_Alcom2_region,9.68888888888889
793,LT,Mean_Alcom2_religion,7.512195121951218
93,LT,Alcohol_com1,13.8
373,LT,Mean_Alcom1_religion,7.187804878048782
513,LT,Alcohol_com2,13.6
664,LU,Mean_Alcom2_region,9.015
384,LU,Mean_Alcom1_religion,7.187804878048782
804,LU,Mean_Alcom2_religion,7.512195121951218
524,LU,Alcohol_com2,12.0
104,LU,Alcohol_com1,11.5
244,LU,Mean_Alcom1_region,8.454999999999998
94,LV,Alcohol_com1,11.1
234,LV,Mean_Alcom1_region,9.022222222222222
794,LV,Mean_Alcom2_religion,7.68
514,LV,Alcohol_com2,9.9
374,LV,Mean_Alcom1_religion,7.710000000000001
654,LV,Mean_Alcom2_region,9.68888888888889
133,LY,Alcohol_com1,0.0
273,LY,Mean_Alcom1_region,2.955813953488373
833,LY,Mean_Alcom2_religion,1.5550000000000002
553,LY,Alcohol_com2,0.0
693,LY,Mean_Alcom2_region,3.0302325581395344
413,LY,Mean_Alcom1_religion,1.4349999999999998
551,MA,Alcohol_com2,0.6
131,MA,Alcohol_com1,0.4
831,MA,Mean_Alcom2_religion,1.5550000000000002
271,MA,Mean_Alcom1_region,2.955813953488373
691,MA,Mean_Alcom2_region,3.0302325581395344
411,MA,Mean_Alcom1_religion,1.4349999999999998
761,MG,Mean_Alcom2_religion,3.114285714285714
341,MG,Mean_Alcom1_religion,2.8857142857142852
201,MG,Mean_Alcom1_region,2.955813953488373
61,MG,Alcohol_com1,0.9
481,MG,Alcohol_com2,1.0
621,MG,Mean_Alcom2_region,3.0302325581395344
318,ML,Mean_Alcom1_religion,1.4349999999999998
738,ML,Mean_Alcom2_religion,1.5550000000000002
38,ML,Alcohol_com1,0.6
178,ML,Mean_Alcom1_region,2.955813953488373
598,ML,Mean_Alcom2_region,3.0302325581395344
458,ML,Alcohol_com2,0.6
634,MM,Mean_Alcom2_region,2.2750000000000004
774,MM,Mean_Alcom2_religion,2.8714285714285714
494,MM,Alcohol_com2,1.0
354,MM,Mean_Alcom1_religion,3.3428571428571425
214,MM,Mean_Alcom1_region,2.2805555555555554
74,MM,Alcohol_com1,1.6
636,MN,Mean_Alcom2_region,2.2750000000000004
776,MN,Mean_Alcom2_religion,2.8714285714285714
496,MN,Alcohol_com2,5.0
356,MN,Mean_Alcom1_religion,3.3428571428571425
76,MN,Alcohol_com1,5.7
216,MN,Mean_Alcom1_region,2.2805555555555554
459,MR,Alcohol_com2,0.0
179,MR,Mean_Alcom1_region,2.955813953488373
39,MR,Alcohol_com1,0.0
599,MR,Mean_Alcom2_region,3.0302325581395344
319,MR,Mean_Alcom1_religion,1.4349999999999998
739,MR,Mean_Alcom2_religion,1.5550000000000002
755,MW,Mean_Alcom2_religion,4.454545454545454
195,MW,Mean_Alcom1_region,2.955813953488373
615,MW,Mean_Alcom2_region,3.0302325581395344
475,MW,Alcohol_com2,1.8
55,MW,Alcohol_com1,2.0
335,MW,Mean_Alcom1_religion,4.636363636363637
577,MX,Mean_Alcom2_region,5.317391304347827
437,MX,Alcohol_com2,5.2
297,MX,Mean_Alcom1_religion,7.187804878048782
717,MX,Mean_Alcom2_religion,7.512195121951218
17,MX,Alcohol_com1,5.5
157,MX,Mean_Alcom1_region,5.278260869565217
541,MY,Alcohol_com2,0.5
121,MY,Alcohol_com1,0.6
681,MY,Mean_Alcom2_region,2.2750000000000004
821,MY,Mean_Alcom2_religion,1.5550000000000002
401,MY,Mean_Alcom1_religion,1.4349999999999998
261,MY,Mean_Alcom1_region,2.2805555555555554
196,MZ,Mean_Alcom1_region,2.955813953488373
56,MZ,Alcohol_com1,1.3
756,MZ,Mean_Alcom2_religion,0.8
476,MZ,Alcohol_com2,0.8
616,MZ,Mean_Alcom2_region,3.0302325581395344
336,MZ,Mean_Alcom1_religion,1.3
461,NE,Alcohol_com2,0.1
181,NE,Mean_Alcom1_region,2.955813953488373
741,NE,Mean_Alcom2_religion,1.5550000000000002
601,NE,Mean_Alcom2_region,3.0302325581395344
321,NE,Mean_Alcom1_religion,1.4349999999999998
41,NE,Alcohol_com1,0.1
182,NG,Mean_Alcom1_region,2.955813953488373
742,NG,Mean_Alcom2_religion,1.5550000000000002
322,NG,Mean_Alcom1_religion,1.4349999999999998
462,NG,Alcohol_com2,10.3
42,NG,Alcohol_com1,9.6
602,NG,Mean_Alcom2_region,3.0302325581395344
444,NI,Alcohol_com2,3.3
584,NI,Mean_Alcom2_region,5.317391304347827
724,NI,Mean_Alcom2_religion,7.512195121951218
24,NI,Alcohol_com1,3.8
164,NI,Mean_Alcom1_region,5.278260869565217
304,NI,Mean_Alcom1_religion,7.187804878048782
666,NL,Mean_Alcom2_region,9.015
386,NL,Mean_Alcom1_religion,7.187804878048782
246,NL,Mean_Alcom1_region,8.454999999999998
526,NL,Alcohol_com2,9.2
806,NL,Mean_Alcom2_religion,7.512195121951218
106,NL,Alcohol_com1,7.5
220,NP,Mean_Alcom1_region,2.2805555555555554
640,NP,Mean_Alcom2_region,2.2750000000000004
80,NP,Alcohol_com1,0.6
360,NP,Mean_Alcom1_religion,2.6333333333333333
780,NP,Mean_Alcom2_religion,2.766666666666667
500,NP,Alcohol_com2,0.2
251,NZ,Mean_Alcom1_region,8.454999999999998
531,NZ,Alcohol_com2,9.5
811,NZ,Mean_Alcom2_religion,9.5
111,NZ,Alcohol_com1,9.1
391,NZ,Mean_Alcom1_religion,9.1
671,NZ,Mean_Alcom2_region,9.015
350,OM,Mean_Alcom1_religion,1.4349999999999998
210,OM,Mean_Alcom1_region,2.2805555555555554
630,OM,Mean_Alcom2_region,2.2750000000000004
770,OM,Mean_Alcom2_religion,1.5550000000000002
490,OM,Alcohol_com2,0.5
70,OM,Alcohol_com1,0.4
442,PA,Alcohol_com2,7.0
162,PA,Mean_Alcom1_region,5.278260869565217
722,PA,Mean_Alcom2_religion,7.512195121951218
582,PA,Mean_Alcom2_region,5.317391304347827
302,PA,Mean_Alcom1_religion,7.187804878048782
22,PA,Alcohol_com1,6.8
580,PE,Mean_Alcom2_region,5.317391304347827
160,PE,Mean_Alcom1_region,5.278260869565217
720,PE,Mean_Alcom2_religion,7.512195121951218
20,PE,Alcohol_com1,5.1
440,PE,Alcohol_com2,5.2
300,PE,Mean_Alcom1_religion,7.187804878048782
144,PG,Mean_Alcom1_region,2.2805555555555554
4,PG,Alcohol_com1,0.7
284,PG,Mean_Alcom1_religion,7.187804878048782
704,PG,Mean_Alcom2_religion,7.512195121951218
424,PG,Alcohol_com2,0.8
564,PG,Mean_Alcom2_region,2.2750000000000004
680,PH,Mean_Alcom2_region,2.2750000000000004
400,PH,Mean_Alcom1_religion,7.187804878048782
260,PH,Mean_Alcom1_region,2.2805555555555554
820,PH,Mean_Alcom2_religion,7.512195121951218
